plaza,cantidad_plazas,remuneracion_min,remuneracion_max
DIRECTOR DE AREA DE ETICA Y VINCULACION INSTITUCIONAL,1,"37,358","37,358"
DIRECTOR DE AREA DE EVALUAC Y SEGUIM DE POLITICA SOCIAL,1,"45,490","45,490"
DIRECTOR DE AREA DE EVALUACION DE IMPACTO AMBIENTAL,1,"41,315","41,315"
DIRECTOR DE AREA DE EVALUACION DE RESULTADOS E IMPACTO,1,"41,315","41,315"
DIRECTOR DE AREA DE EVALUACION DEL DESEMPEÑO DEL GASTO PUB,1,"41,315","41,315"
DIRECTOR DE AREA DE EVALUACION Y SEGUIM PROGRAMATICO,1,"30,410","30,410"
DIRECTOR DE AREA DE EVALUACION Y SEGUIMIENTO MUNICIPAL,1,"33,687","33,687"
DIRECTOR DE AREA DE EVALUACION Y VERIFICACION,1,"33,687","33,687"
DIRECTOR DE AREA DE FIDEICOMISOS,1,"41,315","41,315"
DIRECTOR DE AREA DE FINANCIAMIENTO,1,"30,410","30,410"
DIRECTOR DE AREA DE FIRMA ELECTRONICA AVANZADA,1,"30,410","30,410"
DIRECTOR DE AREA DE FOMENTO A LA INVERSION PUBLICA,1,"33,687","33,687"
DIRECTOR DE AREA DE FOMENTO A LA INVERSION SOCIAL,1,"45,490","45,490"
DIRECTOR DE AREA DE FOMENTO A LAS INDUSTRIAS CREATIVAS,1,"30,410","30,410"
DIRECTOR DE AREA DE FOMENTO RURAL,1,"30,410","30,410"
DIRECTOR DE AREA DE FORMACION Y CAPACITACION,1,"45,490","45,490"
DIRECTOR DE AREA DE GASTO DE SERVICIOS PERSONALES,1,"45,490","45,490"
DIRECTOR DE AREA DE GASTOS DE OPERACION Y DE OBRA,1,"45,490","45,490"
DIRECTOR DE AREA DE GESTION DE FONDOS,1,"41,315","41,315"
DIRECTOR DE AREA DE GESTION DE LA CALIDAD DEL AIRE,1,"30,410","30,410"
DIRECTOR DE AREA DE GESTION INTEGRAL DE RESIDUOS,1,"30,410","30,410"
DIRECTOR DE AREA DE GESTION METROPOLIT Y PROGR ESPECIALES,1,"37,358","37,358"
DIRECTOR DE AREA DE GESTION TRANSV DEL CAMBIO CLIMATICO,1,"30,410","30,410"
DIRECTOR DE AREA DE GESTION URBANA,1,"33,687","33,687"
DIRECTOR DE AREA DE GESTION Y PLANEACION ESTRATEGICA,1,"45,490","45,490"
DIRECTOR DE AREA DE GOBERNANZA AMBIENTAL,1,"30,410","30,410"
DIRECTOR DE AREA DE HORTOFRUTICOLA,1,"30,410","30,410"
DIRECTOR DE AREA DE IMAGEN Y PRODUCCION,1,"45,490","45,490"
DIRECTOR DE AREA DE INFORMACION Y ANALISIS,1,"45,490","45,490"
DIRECTOR DE AREA DE INFORMACION Y DOCUMENTACION,1,"37,358","37,358"
DIRECTOR DE AREA DE INFORMACION Y SEGUIMIENTO,1,"37,358","37,358"
DIRECTOR DE AREA DE INFORMACION Y SISTEMAS,1,"30,410","30,410"
DIRECTOR DE AREA DE INFORMATICA DE LA CONTRALORIA,1,"37,358","37,358"
DIRECTOR DE AREA DE INFORMATICA DE SEDECO,1,"33,687","33,687"
DIRECTOR DE AREA DE INFORMATICA DEL REGISTRO PUBLICO,1,"30,410","30,410"
DIRECTOR DE AREA DE INFORMATICA Y SISTEMAS ORGANIZAC,1,"30,410","30,410"
DIRECTOR DE AREA DE INFRAESTRUC VIAL ZONA METROPOLITANA,1,"33,687","33,687"
DIRECTOR DE AREA DE INFRAESTRUCTURA Y OPERACION TECNOLOGICA,1,"45,490","45,490"
DIRECTOR DE AREA DE INGENIERIA,1,"30,410","30,410"
DIRECTOR DE AREA DE INGRESOS ESTATALES Y AUTOMATIZADOS,1,"45,490","45,490"
DIRECTOR DE AREA DE INNOVACION TECNOLOGICA,1,"45,490","45,490"
DIRECTOR DE AREA DE INSPECCION Y CONTROL DEL TRABAJO,1,"30,410","30,410"
DIRECTOR DE AREA DE INSTRUMENTOS JURIDICOS,1,"41,315","41,315"
DIRECTOR DE AREA DE INTELIG DE MERCADOS INF ESTAD Y EVAL,1,"30,410","30,410"
DIRECTOR DE AREA DE INVESTIG CONTRA EL NARCOMENUDEO,1,"56,094","56,094"
DIRECTOR DE AREA DE INVESTIG Y PUBLICACIONES DE CULTURA,1,"30,410","30,410"
DIRECTOR DE AREA DE INVESTIGACION Y CULTURA VIAL,1,"37,358","37,358"
DIRECTOR DE AREA DE INVESTIGACION Y PERSECUCION DEL DELITO,1,"56,094","56,094"
DIRECTOR DE AREA DE LA ANTIG ESTACION CTRAL DE AUTOTRANSP,1,"37,358","37,358"
DIRECTOR DE AREA DE LA COMISION DE ADQUISIC Y ENAJENACIONES,1,"41,315","41,315"
DIRECTOR DE AREA DE LICENCIAS,1,"37,358","37,358"
DIRECTOR DE AREA DE LO CIVIL Y MERCANTIL,1,"30,410","30,410"
DIRECTOR DE AREA DE LO CONSULTIVO DE INFRAESTRUCTURA,1,"33,687","33,687"
DIRECTOR DE AREA DE LO CONSULTIVO DE MOVILIDAD,1,"33,687","33,687"
DIRECTOR DE AREA DE LO CONSULTIVO FISCAL,1,"41,315","41,315"
DIRECTOR DE AREA DE LO CONSULTIVO Y CONTENCIOSO DE SEMADET,1,"41,315","41,315"
DIRECTOR DE AREA DE LO CONSULTIVO Y LEGISLATIVO,1,"33,687","33,687"
DIRECTOR DE AREA DE LO CONTENCIOSO,1,"41,315","41,315"
DIRECTOR DE AREA DE LO CONTENCIOSO DE INFRAESTRUCTURA,1,"30,410","30,410"
DIRECTOR DE AREA DE LO CONTENCIOSO DE MOVILIDAD,1,"33,687","33,687"
DIRECTOR DE AREA DE LO FAMILIAR,1,"30,410","30,410"
DIRECTOR DE AREA DE LO LABORAL BUROCRATICO,1,"30,410","30,410"
DIRECTOR DE AREA DE LO PENAL,1,"30,410","30,410"
DIRECTOR DE AREA DE LOGISTICA Y DESARROLLO,1,"30,410","30,410"
DIRECTOR DE AREA DE LOGISTICA Y SEGUIMIENTO,1,"30,410","30,410"
DIRECTOR DE AREA DE MEDIOS ALTER DE SOLUC DE CONFLICTOS,1,"56,094","56,094"
DIRECTOR DE AREA DE MODERNIZ Y GESTION DE CALIDAD RPP,1,"33,687","33,687"
DIRECTOR DE AREA DE MONIT DE SIST Y PLATAF DEL SIST ANTICORR,1,"37,358","37,358"
DIRECTOR DE AREA DE MONIT Y MEJORA DE PROGRAM,1,"41,315","41,315"
DIRECTOR DE AREA DE MONITOREO DE INDICADORES DEL DESARROLLO,1,"41,315","41,315"
DIRECTOR DE AREA DE MULTITRAMITE,1,"41,315","41,315"
DIRECTOR DE AREA DE MUSEOS Y EXPOSICIONES,1,"30,410","30,410"
DIRECTOR DE AREA DE NORMATIVIDAD TECNOLOGICA,1,"45,490","45,490"
DIRECTOR DE AREA DE NORMATIVIDAD Y COOPERACION,1,"37,358","37,358"
DIRECTOR DE AREA DE NOTARIAS REGISTRO CIVIL Y PUBLICO,1,"30,410","30,410"
DIRECTOR DE AREA DE NOTIFICACION Y EJECUCION FISCAL,1,"41,315","41,315"
DIRECTOR DE AREA DE OFNAS FORANEAS Y DEPENDENC PUBLICA,1,"33,687","33,687"
DIRECTOR DE AREA DE ORDENAMIENTO ECOLOGICO Y TERRITORIAL,1,"30,410","30,410"
DIRECTOR DE AREA DE PARTICIPACION Y VINCULACION SOCIAL,1,"37,358","37,358"
DIRECTOR DE AREA DE PATRIMONIO ARTISTICO E HISTORICO,1,"30,410","30,410"
DIRECTOR DE AREA DE PATRIMONIO INMOBILIARIO,1,"30,410","30,410"
DIRECTOR DE AREA DE PATRIMONIO URBANO,1,"30,410","30,410"
DIRECTOR DE AREA DE PLANEAC Y ADMON DE RECURSOS Y PROY,1,"30,410","30,410"
DIRECTOR DE AREA DE PLANEACION DEL DESARROLLO REGIONAL,1,"30,410","30,410"
DIRECTOR DE AREA DE PLANEACION DEL DESARROLLO SECTORIAL,1,"30,410","30,410"
DIRECTOR DE AREA DE PLANEACION E INFORMACION,1,"30,410","30,410"
DIRECTOR DE AREA DE PLANEACION FISCAL E INGRESOS COORD,1,"45,490","45,490"
DIRECTOR DE AREA DE PLANEACION INSTITUCIONAL,1,"45,490","45,490"
DIRECTOR DE AREA DE PLANEACION MUNICIPAL Y ARTICULACION,1,"30,410","30,410"
DIRECTOR DE AREA DE PLANEACION REGIONAL Y METROPOLITANA,1,"41,315","41,315"
DIRECTOR DE AREA DE PLANEACION TECNOLOGICA,1,"45,490","45,490"
DIRECTOR DE AREA DE PLANEACION URBANA MUNICIPAL,1,"33,687","33,687"
DIRECTOR DE AREA DE PLANEACION URBANA REGIONAL Y ESTAT,1,"33,687","33,687"
DIRECTOR DE AREA DE PLANEACION Y DESARROLLO DE PRODUCTO,1,"41,315","41,315"
DIRECTOR DE AREA DE PLANEACION Y ESTADISTICA,1,"33,687","33,687"
DIRECTOR DE AREA DE PLANEACION Y PROSPECTIVA,1,"45,490","45,490"
DIRECTOR DE AREA DE PLANEACION Y TECNOLOGIAS DE INFORMACION,1,"33,687","33,687"
DIRECTOR DE AREA DE POLITICA CRIMINAL Y ESTADISTICA,1,"41,315","41,315"
DIRECTOR DE AREA DE POLITICA SALARIAL,1,"45,490","45,490"
DIRECTOR DE AREA DE PRESUPUESTO,1,"45,490","45,490"
DIRECTOR DE AREA DE PROCEDIMIENTOS,1,"33,687","33,687"
DIRECTOR DE AREA DE PROFESIONALIZACION,1,"30,410","30,410"
DIRECTOR DE AREA DE PROFESIONES,1,"33,687","33,687"
DIRECTOR DE AREA DE PROG Y ACCIO DE PART CIUDADA Y COMUN,1,"33,687","33,687"
DIRECTOR DE AREA DE PROGR P/ LA INCLUSION Y LA EQUIDAD,1,"33,687","33,687"
DIRECTOR DE AREA DE PROGRAMACION,1,"45,490","45,490"
DIRECTOR DE AREA DE PROGRAMAS Y PRESUPUESTOS,1,"30,410","30,410"
DIRECTOR DE AREA DE PROGRAMAS Y PROYECTOS TERRITORIALES,1,"30,410","30,410"
DIRECTOR DE AREA DE PROM INTER Y PROYECTOS ESTRATEGICOS,1,"37,358","37,358"
DIRECTOR DE AREA DE PROMOC DE PROYECTOS Y VINCULAC SOCIAL,1,"30,410","30,410"
DIRECTOR DE AREA DE PROMOC INTERNAC Y DE ALTA TECNOLOG,1,"33,687","33,687"
DIRECTOR DE AREA DE PROMOCION COMERCIAL,2,"30,410","30,410"
DIRECTOR DE AREA DE PROMOCION DE TURISMO,1,"41,315","41,315"
DIRECTOR DE AREA DE PROMOCION INTER Y DES DE NEGOCIOS,1,"33,687","33,687"
DIRECTOR DE AREA DE PROMOCION RURAL,1,"30,410","30,410"
DIRECTOR DE AREA DE PROPIEDAD,1,"30,410","30,410"
DIRECTOR DE AREA DE PROPIEDAD INDUSTRIAL E INTELECTUAL,1,"45,490","45,490"
DIRECTOR DE AREA DE PROYECTOS,2,"41,315","45,490"
DIRECTOR DE AREA DE PROYECTOS CARRETEROS,1,"30,410","30,410"
DIRECTOR DE AREA DE PROYECTOS DE APOYO MUNICIPAL,1,"30,410","30,410"
DIRECTOR DE AREA DE PROYECTOS DE EXPORTACION,1,"30,410","30,410"
DIRECTOR DE AREA DE PROYECTOS DE INFRAESTRUCT PRODUCTIVA,1,"30,410","30,410"
DIRECTOR DE AREA DE PROYECTOS DE SALUD,2,"41,315","41,315"
DIRECTOR DE AREA DE PROYECTOS ESPECIALES,1,"33,687","33,687"
DIRECTOR DE AREA DE PROYECTOS ESPECIALES DE FISCALIA,1,"33,687","33,687"
DIRECTOR DE AREA DE PROYECTOS ESTRATEG E INFORM AMBIENTAL,1,"33,687","33,687"
DIRECTOR DE AREA DE PROYECTOS ESTRATEGICOS,1,"30,410","30,410"
DIRECTOR DE AREA DE PROYECTOS HIDRAULICOS,1,"30,410","30,410"
DIRECTOR DE AREA DE PUBLICACIONES DE SECRETARIA GENERAL,1,"41,315","41,315"
DIRECTOR DE AREA DE PUBLICIDAD Y MERCADOTECNIA,1,"45,490","45,490"
DIRECTOR DE AREA DE QUEJAS Y DENUNCIAS,1,"37,358","37,358"
DIRECTOR DE AREA DE REC FINANCIEROS DE INFRAESTRUCTURA,1,"30,410","30,410"
DIRECTOR DE AREA DE REC FINANCIEROS DE LA FISCALIA GENERAL,1,"41,315","41,315"
DIRECTOR DE AREA DE REC FINANCIEROS Y MAT DE PROCU SOC,1,"30,410","30,410"
DIRECTOR DE AREA DE REC HUMANOS DE LA FISCALIA GENERAL,1,"45,490","45,490"
DIRECTOR DE AREA DE REC HUMANOS DE LA PROCURADURIA SOC,1,"30,410","30,410"
DIRECTOR DE AREA DE REC MAT Y SERVS GRALES DE MOVILIDAD,1,"33,687","33,687"
DIRECTOR DE AREA DE RECURSOS FINANCIEROS DE CULTURA,1,"30,410","30,410"
DIRECTOR DE AREA DE RECURSOS FINANCIEROS DE MOVILIDAD,1,"33,687","33,687"
DIRECTOR DE AREA DE RECURSOS FINANCIEROS DE RURAL,1,"30,410","30,410"
DIRECTOR DE AREA DE RECURSOS FINANCIEROS DE SEDECO,1,"30,410","30,410"
DIRECTOR DE AREA DE RECURSOS FINANCIEROS DE SRIA GENERAL,1,"33,687","33,687"
DIRECTOR DE AREA DE RECURSOS FINANCIEROS Y MATERIALES,1,"30,410","30,410"
DIRECTOR DE AREA DE RECURSOS HUMANOS DE CULTURA,1,"30,410","30,410"
DIRECTOR DE AREA DE RECURSOS HUMANOS DE INFRAESTRUCT,1,"37,358","37,358"
DIRECTOR DE AREA DE RECURSOS HUMANOS DE MOVILIDAD,1,"37,358","37,358"
DIRECTOR DE AREA DE RECURSOS HUMANOS DE RURAL,1,"30,410","30,410"
DIRECTOR DE AREA DE RECURSOS HUMANOS DE SEPAF,1,"45,490","45,490"
DIRECTOR DE AREA DE RECURSOS HUMANOS DE SRIA GENERAL,1,"33,687","33,687"
DIRECTOR DE AREA DE RECURSOS MATERIALES,2,"30,410","30,410"
DIRECTOR DE AREA DE RECURSOS MATERIALES DE CULTURA,1,"30,410","30,410"
DIRECTOR DE AREA DE RECURSOS MATERIALES DE SEPAF,1,"45,490","45,490"
DIRECTOR DE AREA DE RECURSOS MATERIALES Y HUMANOS,1,"30,410","30,410"
DIRECTOR DE AREA DE RED EST DE BIBLIOT Y FOMEN A LA LECTURA,1,"30,410","30,410"
DIRECTOR DE AREA DE REGULACION DE EMISIONES VEHICULARES,1,"41,315","41,315"
DIRECTOR DE AREA DE RELACIONES LABORALES,1,"41,315","41,315"
DIRECTOR DE AREA DE RESPONSABILIDADES Y CONTENCIOSO,1,"37,358","37,358"
DIRECTOR DE AREA DE SEG EN EL TRABAJO Y PROMOC DE LA SALUD,1,"30,410","30,410"
DIRECTOR DE AREA DE SEGUNDA INSTANCIA Y AMPAROS,1,"30,410","30,410"
DIRECTOR DE AREA DE SEGURIDAD ALIMENTARIA,1,"45,490","45,490"
DIRECTOR DE AREA DE SERV PRIVADOS DE SEGURIDAD,1,"45,490","45,490"
DIRECTOR DE AREA DE SERVICIOS EN DELEGACIONES FORANEAS,1,"33,687","33,687"
DIRECTOR DE AREA DE SERVICIOS GENERALES,1,"41,315","41,315"
DIRECTOR DE AREA DE SERVICIOS GENERALES DE LA CONTRALORIA,1,"33,687","33,687"
DIRECTOR DE AREA DE SERVICIOS GENERALES DE SRIA GENERAL,1,"33,687","33,687"
DIRECTOR DE AREA DE SISTEMAS INFORMATICOS,1,"33,687","33,687"
DIRECTOR DE AREA DE SITIOS Y TRANSPORTE ESPECIALIZADO,1,"33,687","33,687"
DIRECTOR DE AREA DE SOCIEDAD DE INFORM Y DE CONOCIMIENTO,1,"45,490","45,490"
DIRECTOR DE AREA DE SUPERVISION DE DERECHOS HUMANOS,1,"33,687","33,687"
DIRECTOR DE AREA DE SUPERVISION DE MEDIDAS CAUTELARES,1,"45,490","45,490"
DIRECTOR DE AREA DE SUPERVISION DE PROGRAMAS,1,"30,410","30,410"
DIRECTOR DE AREA DE SUPERVISION Y CONTROL,1,"30,410","30,410"
DIRECTOR DE AREA DE SUSTENTABILIDAD DEL SECTOR PRODUCTIVO,1,"33,687","33,687"
DIRECTOR DE AREA DE TECNOLOGIA FINANCIERA,1,"45,490","45,490"
DIRECTOR DE AREA DE TECNOLOGIAS DE LA INFORM Y COMUNIC,1,"33,687","33,687"
DIRECTOR DE AREA DE TRABAJO SOCIAL,1,"30,410","30,410"
DIRECTOR DE AREA DE TRANSPORTE DE PASAJEROS,1,"33,687","33,687"
DIRECTOR DE AREA DE TURISMO PUERTO VALLARTA,1,"33,687","33,687"
DIRECTOR DE AREA DE TURISMO SOCIAL,1,"33,687","33,687"
DIRECTOR DE AREA DE UNIDADES REGIONALES DE SERV ESTATALES,1,"41,315","41,315"
DIRECTOR DE AREA DE VALIDACION TECNICA DE PROY DE INVERSION,1,"41,315","41,315"
DIRECTOR DE AREA DE VERIFICACION DE OBRA CONVENIDA,1,"37,358","37,358"
DIRECTOR DE AREA DE VERIFICACION DE OBRA DIRECTA,1,"37,358","37,358"
DIRECTOR DE AREA DE VINCULAC EMPREND E INNOV TECNOLG,1,"45,490","45,490"
DIRECTOR DE AREA DE VINCULACION INSTITUCIONAL,1,"37,358","37,358"
DIRECTOR DE AREA DE VINCULACION LABORAL,1,"30,410","30,410"
DIRECTOR DE AREA DE VINCULACION Y PROMOCION DE INFRAEST,1,"37,358","37,358"
DIRECTOR DE AREA DEL ARCHIVO DE INSTRUMENTOS PUBLICOS,1,"33,687","33,687"
DIRECTOR DE AREA DEL ARCHIVO GENERAL DEL REGISTRO CIVIL,1,"30,410","30,410"
DIRECTOR DE AREA DEL ARCHIVO HISTORICO,1,"37,358","37,358"
DIRECTOR DE AREA DEL CENTRO DE ATN INTEGRAL JUVENIL,1,"37,358","37,358"
DIRECTOR DE AREA DEL CENTRO DE OBSERV CLASIF Y DIAGNOSTICO,1,"37,358","37,358"
DIRECTOR DE AREA DEL CENTRO INTEGRAL DE COMUNICACIONES,1,"41,315","41,315"
DIRECTOR DE AREA DEL REGISTRO ESTATAL DE MOVILIDAD Y TRANSP,1,"37,358","37,358"
DIRECTOR DE AREA DES POLITICO Y ATN A LA PROBLEM DEL EDO,1,"33,687","33,687"
DIRECTOR DE AREA FORESTAL DE MANEJO DEL FUEGO,1,"30,410","30,410"
DIRECTOR DE AREA FORESTAL DE PRODUCCION Y PRODUCTIVIDAD,1,"30,410","30,410"
DIRECTOR DE AREA JURIDICA,1,"30,410","30,410"
DIRECTOR DE AREA JURIDICA DE INGRESOS,1,"41,315","41,315"
DIRECTOR DE AREA JURIDICA DE INNOVACION,1,"41,315","41,315"
DIRECTOR DE AREA JURIDICA DE LA SRIA DEL TRAB Y PREV SOC,1,"37,358","37,358"
DIRECTOR DE AREA JURIDICA DE RURAL,1,"33,687","33,687"
DIRECTOR DE AREA JURIDICA DE SEDECO,1,"33,687","33,687"
DIRECTOR DE AREA JURIDICA DE TURISMO,1,"41,315","41,315"
DIRECTOR DE AREA JURIDICA DEL CONSEJO ESTATAL DE SEG PUB,1,"45,490","45,490"
DIRECTOR DE AREA JURIDICA DEL TRANSPORTE,1,"33,687","33,687"
DIRECTOR DE AREA JURIDICA Y DE PROCEDIMIENTOS AMBIENTALES,1,"33,687","33,687"
DIRECTOR DE AREA JURIDICA Y GESTORIA MUNICIPAL,1,"33,687","33,687"
DIRECTOR DE AREA JURIDICO DE DESARR E INTEGRACION SOCIAL,1,"50,402","50,402"
DIRECTOR DE AREA JURIDICO Y DE COMERCIO,1,"33,687","33,687"
DIRECTOR DE AREA NIVEL 16,1,"17,213","17,213"
DIRECTOR DE AREA NIVEL 17,2,"19,532","19,532"
DIRECTOR DE AREA NIVEL 19,1,"24,533","24,533"
DIRECTOR DE AREA NIVEL 20,5,"27,627","27,627"
DIRECTOR DE AREA NIVEL 21,2,"30,883","30,883"
DIRECTOR DE AREA NIVEL 22,1,"34,487","34,487"
DIRECTOR DE AREA NIVEL 23,5,"38,208","38,208"
DIRECTOR DE AREA NIVEL 24,4,"42,280","42,280"
DIRECTOR DE AREA OPERATIVA AMBIENTAL,1,"41,315","41,315"
DIRECTOR DE AREA OPERATIVA DE PARTICIPACION SOCIAL,1,"33,687","33,687"
DIRECTOR DE AREA PARA EL BIENESTAR SOCIAL,1,"41,315","41,315"
DIRECTOR DE AREA PECUARIA,1,"37,358","37,358"
DIRECTOR DE AREA REC MATERIALES Y SERV GRALES FISCALIA GRAL,1,"45,490","45,490"
DIRECTOR DE AREA TECNICA DE EVALUACION SEGUIM Y CONCERT,1,"30,410","30,410"
DIRECTOR DE AREA TECNICA PENITENCIARIA,1,"37,358","37,358"
DIRECTOR DE AREA TECNICA Y DE SEGUIMIENTO,1,"37,358","37,358"
DIRECTOR DE AREA TECNICA Y SITUACION PATRIMONIAL,1,"37,358","37,358"
DIRECTOR DE AREAS PROTEGIDAS Y ESPECIES PRIORITARIAS,1,"30,410","30,410"
DIRECTOR DE ARTES Y OF.,3,"9,115","9,115"
DIRECTOR DE ARTICULACIÓN Y VINCULACIÓN CON PROGRAMAS DE FORM,1,"38,208","38,208"
DIRECTOR DE BECAS,1,"30,883","30,883"
DIRECTOR DE CAPACITACION PARA LA VIDA Y EL TRABAJO,1,"38,208","38,208"
DIRECTOR DE CAPACITACIÓN Y DESARROLLO,1,"34,487","34,487"
DIRECTOR DE CENTROS DE ATENCIÓN Y SERVICIOS,1,"30,883","30,883"
DIRECTOR DE COMUNICACION SOCIAL DEL SEDIS,1,"41,315","41,315"
DIRECTOR DE COMUNICACION SOCIAL EDICIONES Y PUBLICACIONES,1,"30,883","30,883"
DIRECTOR DE CONTABILIDAD,1,"38,208","38,208"
DIRECTOR DE CONTROL DE BIENES MUEBLES E INMUEBLES,1,"34,487","34,487"
DIRECTOR DE CONTROL DE PROCESOS,1,"56,094","56,094"
DIRECTOR DE CONTROL ESCOLAR DE BASICA Y MEDIO SUPERIOR,1,"30,883","30,883"
DIRECTOR DE CONTROL ESCOLAR DE NORMAL SUPERIOR,1,"34,487","34,487"
DIRECTOR DE CONTROL Y GESTIÓN DE PERSONAL,1,"38,208","38,208"
DIRECTOR DE CONTROL Y SEGUIMIENTO,1,"34,487","34,487"
DIRECTOR DE COORDINACIÓN DE CARRERA MAGISTERIAL,1,"38,208","38,208"
DIRECTOR DE CUMPLIMIENTOS DE MANDAMIENTOS JUDICIALES FR,1,"56,094","56,094"
DIRECTOR DE DESARROLLO DE SOFTWARE EDUCATIVO,1,"42,280","42,280"
DIRECTOR DE DESARROLLO TECNOLÓGICO INSTITUCIONAL,1,"47,106","47,106"
DIRECTOR DE EDUCACION BASICA PARA ADULTOS NOCTURNA FORANEO.,12,"5,097","20,087"
DIRECTOR DE EDUCACION COMUNITARIA,1,"27,627","27,627"
DIRECTOR DE EDUCACIÓN ESPECIAL.,1,"42,280","42,280"
DIRECTOR DE EDUCACION FISICA Y DEPORTE.,1,"38,208","38,208"
DIRECTOR DE ESCUELA DE EDUCACION ESPECIAL,215,"10,403","53,504"
DIRECTOR DE ESCUELA NORMAL,18,"20,592","20,592"
DIRECTOR DE ESCUELA SECUNDARIA TECNICA FORANEO,165,"24,297","82,368"
DIRECTOR DE ESTADISTICA Y SISTEMAS DE INFORMACIï¿½N,1,"42,280","42,280"
DIRECTOR DE EVALUACIÓN DEL SISTEMA EDUCATIVO ESTATAL,1,"38,208","38,208"
DIRECTOR DE FOMENTO ARTÍSTICO Y DE ENSEÑANZA,1,"34,487","34,487"
DIRECTOR DE GESTION Y EVAL. DE PROFESIONALES EN LA EDUCACION,1,"30,883","30,883"
DIRECTOR DE GIRAS Y EVENTOS,1,"70,017","70,017"
DIRECTOR DE INCORPORACIÓN REVALIDACIÓN Y EQUIVALENCIAS,1,"30,883","30,883"
DIRECTOR DE INGRESOS Y EGRESOS,1,"34,487","34,487"
DIRECTOR DE INMUEBLES,2,"34,487","34,487"
DIRECTOR DE INSPECTORIA,3,"37,358","37,358"
DIRECTOR DE INTERNADO DE PRIMARIA FORANEO.,1,"14,449","14,449"
DIRECTOR DE INVESTIGACION CIENTIFICA Y DESARROLLO TECNOLOGIC,1,"34,487","34,487"
DIRECTOR DE LA UNIDAD DE INVESTIG CONTRA SECUESTROS,1,"56,094","56,094"
DIRECTOR DE LA UNIDAD DE INVESTIGACION CONTRA LA CORRUPCION,1,"56,094","56,094"
DIRECTOR DE LA UNIDAD MEDICA ODONTOLÓGICA,1,"34,487","34,487"
DIRECTOR DE LO CONSULTIVO,1,"34,487","34,487"
DIRECTOR DE LO CONTENSIOSO,1,"34,487","34,487"
DIRECTOR DE MOD DE DENUN Y MEDIOS ALTER DE SOLUC CONF FC,1,"56,094","56,094"
DIRECTOR DE MONITOREO Y ANALISIS DE MEDIOS DE COMUNIC,1,"33,687","33,687"
DIRECTOR DE ORGANIZACIÓN Y NORMATIVIDAD,1,"42,280","42,280"
DIRECTOR DE PARTICIPACIÓN SOCIAL,1,"34,487","34,487"
DIRECTOR DE PLANEACION DE RECURSOS HUMANOS,1,"38,208","38,208"
DIRECTOR DE PLANEACIÓN Y PROGRAMACIÓN DE INFRAESTRUCTURA,1,"42,280","42,280"
DIRECTOR DE POSGRADO E INVESTIGACIÓN,1,"38,208","38,208"
DIRECTOR DE PRIMARIA,1058,"10,272","52,824"
DIRECTOR DE PRIMARIA DE TIEMPO COMPLETO TITULADO EN LA LICEN,1,"16,363","16,363"
DIRECTOR DE PRIMARIA FORANEO.,1484,"10,272","52,825"
DIRECTOR DE PROGRAMACIÓN Y PRESUPUESTO,1,"42,280","42,280"
DIRECTOR DE PROGRAMAS COMPENSATORIOS,1,"34,487","34,487"
DIRECTOR DE PROGRAMAS DE ACOMPAÑAMIENTO PEDAGÓGICO.,1,"34,487","34,487"
DIRECTOR DE PROYECTOS EDUCATIVOS,1,"34,487","34,487"
DIRECTOR DE PROYECTOS EDUCATIVOS DE EDUCACION PRIMARIA,1,"30,883","30,883"
DIRECTOR DE PSICOPEDAGOGIA,1,"38,208","38,208"
DIRECTOR DE REC HUMANOS Y FINANCIEROS DE CONTRALORIA,1,"33,687","33,687"
DIRECTOR DE RECURSOS FINANCIEROS DE SEPAF,1,"45,490","45,490"
DIRECTOR DE RELACIONES INTERNACIONALES,1,"42,280","42,280"
DIRECTOR DE RELACIONES LABORALES,1,"38,208","38,208"
DIRECTOR DE RELACIONES PUBLICAS,1,"70,017","70,017"
DIRECTOR DE REMUNERACIONES,1,"38,208","38,208"
DIRECTOR DE SEC. DE 2 TURNOS,217,"16,161","53,038"
DIRECTOR DE SECUNDARIA DE 1 TURNO,57,"16,161","36,382"
DIRECTOR DE SECUNDARIA FORANEA.,138,"24,297","105,431"
DIRECTOR DE SECUNDARIA PARA TRABAJADORES FORANEO.,1,"24,297","24,297"
DIRECTOR DE SEGUIMIENTO Y EVALUACION DE LA GESTION,1,"34,487","34,487"
DIRECTOR DE SERVICIOS COMPLEMENTARIOS,1,"30,883","30,883"
DIRECTOR DE SERVICIOS GENERALES,1,"34,487","34,487"
DIRECTOR DE SISTEMAS DE INFORM TERRITORIAL URB Y ECOLOG,1,"30,410","30,410"
DIRECTOR DE SISTEMAS NO ESCOLARIZADOS Y MIXTOS,1,"38,208","38,208"
DIRECTOR DE U DE CTROL DE DETENIDOS Y PTOS DE SOCORRO,1,"56,094","56,094"
DIRECTOR DE U DE INVEST C/DELIT DE ROBO CASA HABIT Y COMERC,1,"56,094","56,094"
DIRECTOR DE U DE INVEST DE VEHIC TRANSP DE CARGA Y BANCOS,1,"56,094","56,094"
DIRECTOR DE UNIDAD DE ATN A ADOLEC EN CONFLICT CON LA LEY,1,"56,094","56,094"
DIRECTOR DE UNIDAD DE INVEST CONTRA REC DE PROCED ILICITA,1,"56,094","56,094"
