tipo de gasto,up,ur,pp,programa presupuestario,importe,year
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FIDEICOMISO PARA MANDO ÊNICO,735,Apoyo en las tareas y actividades de seguridad pUblica en el Estado de Jalisco,"500,000,000.00",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO (CENTRO DE JUSTICIA PARA LAS MUJERES),497,"AtenciOn integral especializada a mujeres vIctimas de violencia familiar, sexual o por razones de gEnero, asI como a sus hijas e hijos","28,703,373.26",2018
PROGRAMABLE,PROCURADURIA SOCIAL,PROCURADURIA SOCIAL,591,Apoyo jurIdico gratuito y de calidad para la tranquilidad jurIdica de los jaliscienses.,"15,104,007.02",2018
PROGRAMABLE,PROCURADURIA SOCIAL,PROCURADURIA SOCIAL,592,Defensa humana y eficiente a todos los Jaliscienses,"40,031,834.37",2018
PROGRAMABLE,PROCURADURIA SOCIAL,PROCURADURIA SOCIAL,593,Gobierno efectivo y eficiente,"60,417,189.82",2018
PROGRAMABLE,PROCURADURIA SOCIAL,PROCURADURIA SOCIAL,594,Observancia de la legalidad y el respeto de los derechos fundamentales de la ciudadanIa.,"10,798,961.42",2018
PROGRAMABLE,PROCURADURIA SOCIAL,PROCURADURIA SOCIAL,595,Vigilancia y cumplimiento de los derechos patrimoniales y personales de los Jaliscienses.,"5,585,770.36",2018
PROGRAMABLE,CONTRALORIA DEL ESTADO DE JALISCO,CONTRALORIA DEL ESTADO DE JALISCO,597,Fortalecimiento Administrativo y de Recursos Humanos de la ContralorIa,"23,373,829.30",2018
PROGRAMABLE,CONTRALORIA DEL ESTADO DE JALISCO,CONTRALORIA DEL ESTADO DE JALISCO,598,RealizaciOn de Auditorias a los Organismos PUblicos Descentralizados y Fideicomisos,"13,344,154.00",2018
PROGRAMABLE,CONTRALORIA DEL ESTADO DE JALISCO,CONTRALORIA DEL ESTADO DE JALISCO,599,Despacho del Contralor,"7,042,183.00",2018
PROGRAMABLE,CONTRALORIA DEL ESTADO DE JALISCO,CONTRALORIA DEL ESTADO DE JALISCO,600,"RealizaciOn de Auditorias a Dependencias, OPD´s Sector Salud y Entidades Desconcentradas del Ejecutivo","17,612,250.00",2018
PROGRAMABLE,CONTRALORIA DEL ESTADO DE JALISCO,CONTRALORIA DEL ESTADO DE JALISCO,601,VerificaciOn de Obra PUblica del Estado,"21,190,709.00",2018
PROGRAMABLE,CONTRALORIA DEL ESTADO DE JALISCO,CONTRALORIA DEL ESTADO DE JALISCO,602,Programa para el fortalecimiento del Sistema Estatal AnticorrupciOn.,"12,568,623.00",2018
PROGRAMABLE,CONTRALORIA DEL ESTADO DE JALISCO,CONTRALORIA DEL ESTADO DE JALISCO,603,"Control Preventivo, Transparencia y FiscalizaciOn de los Recursos PUblicos","7,664,213.00",2018
PROGRAMABLE,CONTRALORIA DEL ESTADO DE JALISCO,CONTRALORIA DEL ESTADO DE JALISCO,923,PrevenciOn y SanciOn de las PrActicas de CorrupciOn,"7,197,321.00",2018
PROGRAMABLE,UNIDADES ADMINISTRATIVAS DE APOYO,UNIDADES ADMINISTRATIVAS DE APOYO,908,"Programa de Apoyo LogIstico, TEcnico, de EvaluaciOn y DifusiOn de las actividades del C. Gobernador y la ProyecciOn del Estado de Jalisco.","122,111,994.48",2018
PROGRAMABLE,UNIDADES ADMINISTRATIVAS DE APOYO,UNIDADES ADMINISTRATIVAS DE APOYO,911,AtenciOn de Agenda y CoordinaciOn de Actividades del C. Gobernador del Estado de Jalisco,"106,206,427.22",2018
PROGRAMABLE,TRIBUNAL DE ARBITRAJE Y ESCALAFON,TRIBUNAL DE ARBITRAJE Y ESCALAFON,615,AdministraciOn Transparente y eficiente del Tribunal de Arbitraje y EscalafOn del Estado de Jalisco.,"18,317,010.86",2018
PROGRAMABLE,TRIBUNAL DE ARBITRAJE Y ESCALAFON,TRIBUNAL DE ARBITRAJE Y ESCALAFON,642,ImparticiOn de Justicia Laboral para Servidores PUblicos y Entidades PUblicas del Estado y Municipios,"42,808,730.71",2018
PROGRAMABLE,PARTICIPACIONES,PARTICIPACIONES,695,Participaciones a Municipios del Estado de Jalisco,"15,320,200.00",2018
PROGRAMABLE,PODER LEGISLATIVO DEL ESTADO DE JALISCO,PODER LEGISLATIVO DEL ESTADO DE JALISCO,690,Poder Legislativo,"704,407,379.83",2018
PROGRAMABLE,PODER LEGISLATIVO DEL ESTADO DE JALISCO,AUDITORIA SUPERIOR DEL ESTADO,691,AuditorIa Superior del Estado,"298,213,716.00",2018
PROGRAMABLE,PODER JUDICIAL,SUPREMO TRIBUNAL DE JUSTICIA,664,Proyectos prioritarios del Supremo Tribunal de Justicia,"542,850,250.00",2018
PROGRAMABLE,PODER JUDICIAL,INSTITUTO DE JUSTICIA ALTERNATIVA,619,Instituto de Justicia Alternativa,"44,671,346.00",2018
PROGRAMABLE,PODER JUDICIAL,CONSEJO DE LA JUDICATURA,621,Consejo de la Judicatura,"888,116,243.00",2018
PROGRAMABLE,COMISION ESTATAL DE DERECHOS HUMANOS DE JALISCO,COMISION ESTATAL DE DERECHOS HUMANOS DE JALISCO,624,AdministraciOn y Control Interno,"23,061,740.00",2018
PROGRAMABLE,COMISION ESTATAL DE DERECHOS HUMANOS DE JALISCO,COMISION ESTATAL DE DERECHOS HUMANOS DE JALISCO,625,DivulgaciOn de los Derechos Humanos,"35,944,339.00",2018
PROGRAMABLE,COMISION ESTATAL DE DERECHOS HUMANOS DE JALISCO,COMISION ESTATAL DE DERECHOS HUMANOS DE JALISCO,626,Defensa y ProtecciOn de los Derechos Humanos,"92,007,116.52",2018
PROGRAMABLE,INSTITUTO ELECTORAL Y DE PARTICIPACION CIUDADANA,INSTITUTO ELECTORAL Y DE PARTICIPACION CIUDADANA,632,AdministraciOn de Recursos IEPC,"111,093,366.00",2018
PROGRAMABLE,INSTITUTO ELECTORAL Y DE PARTICIPACION CIUDADANA,INSTITUTO ELECTORAL Y DE PARTICIPACION CIUDADANA,633,Prerrogativas a Partidos PolIticos IEPC,"440,260,489.00",2018
PROGRAMABLE,INSTITUTO ELECTORAL Y DE PARTICIPACION CIUDADANA,INSTITUTO ELECTORAL Y DE PARTICIPACION CIUDADANA,635,Proceso Electoral 2017-2018,"380,772,951.48",2018
PROGRAMABLE,INSTITUTO ELECTORAL Y DE PARTICIPACION CIUDADANA,INSTITUTO ELECTORAL Y DE PARTICIPACION CIUDADANA,803,Mecanismos de ParticipaciOn Social,"4,250,000.00",2018
PROGRAMABLE,"INSTITUTO DE TRANSPARENCIA, INFORMACION PUBLICA Y PROTECCION DE DATOS PERSONALES DEL ESTADO DE JALISCO","INSTITUTO DE TRANSPARENCIA, INFORMACION PUBLICA Y PROTECCION DE DATOS PERSONALES DEL ESTADO DE JALISCO",627,"PromociOn de la cultura de la transparencia, rendiciOn de cuentas y participaciOn ciudadana.","8,517,968.69",2018
PROGRAMABLE,"INSTITUTO DE TRANSPARENCIA, INFORMACION PUBLICA Y PROTECCION DE DATOS PERSONALES DEL ESTADO DE JALISCO","INSTITUTO DE TRANSPARENCIA, INFORMACION PUBLICA Y PROTECCION DE DATOS PERSONALES DEL ESTADO DE JALISCO",628,Desarrollo normativo y seguridad jurIdica,"3,260,140.90",2018
PROGRAMABLE,"INSTITUTO DE TRANSPARENCIA, INFORMACION PUBLICA Y PROTECCION DE DATOS PERSONALES DEL ESTADO DE JALISCO","INSTITUTO DE TRANSPARENCIA, INFORMACION PUBLICA Y PROTECCION DE DATOS PERSONALES DEL ESTADO DE JALISCO",629,Garantizar el derecho de acceso a la informaciOn pUblica y la protecciOn de datos personales,"28,240,962.63",2018
PROGRAMABLE,"INSTITUTO DE TRANSPARENCIA, INFORMACION PUBLICA Y PROTECCION DE DATOS PERSONALES DEL ESTADO DE JALISCO","INSTITUTO DE TRANSPARENCIA, INFORMACION PUBLICA Y PROTECCION DE DATOS PERSONALES DEL ESTADO DE JALISCO",640,"PlaneaciOn, proyectos y gestiOn administrativa","16,254,856.94",2018
PROGRAMABLE,UNIVERSIDAD DE GUADALAJARA,UNIVERSIDAD DE GUADALAJARA,689,Universidad de Guadalajara,"11,380,311,741.16",2018
PROGRAMABLE,CONSEJO ECONOMICO Y SOCIAL DEL ESTADO DE JALISCO PARA EL DESARROLLO Y LA COMPETITIVIDAD,CONSEJO ECONOMICO Y SOCIAL DEL ESTADO DE JALISCO PARA EL DESARROLLO Y LA COMPETITIVIDAD,630,Estudios y AnAlisis para la Competitividad y el Desarrollo del Estado de Jalisco.,"6,167,340.00",2018
PROGRAMABLE,CONSEJO ECONOMICO Y SOCIAL DEL ESTADO DE JALISCO PARA EL DESARROLLO Y LA COMPETITIVIDAD,CONSEJO ECONOMICO Y SOCIAL DEL ESTADO DE JALISCO PARA EL DESARROLLO Y LA COMPETITIVIDAD,631,AdministraciOn y Apoyo LogIstico del CESJAL,"8,627,660.00",2018
PROGRAMABLE,TRIBUNAL ELECTORAL DEL ESTADO DE JALISCO,TRIBUNAL ELECTORAL DEL ESTADO DE JALISCO,617,ImparticiOn de justicia electoral a la ciudadanIa e investigaciOn y capacitaciOn en la materia,"68,328,634.00",2018
PROGRAMABLE,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE JALISCO,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE JALISCO,620,Tribunal de Justicia Administrativa del Estado de Jalisco,"123,995,727.20",2018
NO PROGRAMABLE,"SECRETARIA DE PLANEACION, ADMINISTRACION Y FINANZAS","SECRETARIA DE PLANEACION, ADMINISTRACION Y FINANZAS",89,CoordinaciOn del Proceso Presupuestario y AdministraciOn de los Recursos Materiales y Desarrollo de los Recursos Humanos,"33,400,000.00",2018
NO PROGRAMABLE,SECRETARIA DE EDUCACION,CONSEJO ESTATAL PARA EL FOMENTO DEPORTIVO (CODE JALISCO),108,GestiOn Administrativa y Operativa del CODE,"40,000,000.00",2018
NO PROGRAMABLE,SECRETARIA DE CULTURA,FIDEICOMISO ORQUESTA FILARMONICA DE JALISCO (FOFJ),465,"Programa de OperaciOn, PromociOn y DifusiOn de la Orquesta FilarmOnica de Jalisco","10,000,000.00",2018
NO PROGRAMABLE,DEUDA PUBLICA,DEUDA PUBLICA,696,Deuda PUblica del Gobierno del Estado de Jalisco,"2,718,634,457.79",2018
NO PROGRAMABLE,PARTICIPACIONES,PARTICIPACIONES,695,Participaciones a Municipios del Estado de Jalisco,"15,527,749,029.99",2018
NO PROGRAMABLE,"APORTACIONES, TRANSFERENCIAS Y SUBSIDIOS A MUNICIPIOS","APORTACIONES, TRANSFERENCIAS Y SUBSIDIOS A MUNICIPIOS",726,Subsidios Federales para la Seguridad PUblica (FORTASEG),"276,806,930.00",2018
NO PROGRAMABLE,"APORTACIONES, TRANSFERENCIAS Y SUBSIDIOS A MUNICIPIOS","APORTACIONES, TRANSFERENCIAS Y SUBSIDIOS A MUNICIPIOS",727,Fondo de Aportaciones para el Fortalecimiento de los Municipios (FORTAMUN),"4,778,406,000.00",2018
NO PROGRAMABLE,"APORTACIONES, TRANSFERENCIAS Y SUBSIDIOS A MUNICIPIOS","APORTACIONES, TRANSFERENCIAS Y SUBSIDIOS A MUNICIPIOS",728,Fondo de Aportaciones para la Infraestructura Social Municipal (FAISM),"1,558,595,000.00",2018
NO PROGRAMABLE,"APORTACIONES, TRANSFERENCIAS Y SUBSIDIOS A MUNICIPIOS","APORTACIONES, TRANSFERENCIAS Y SUBSIDIOS A MUNICIPIOS",729,Fondo de Aportaciones para el Fortalecimiento de la Seguridad PUblica de los Municipios,"100,000,000.00",2018
